NAME,FullAddress,Geocodes,ADDRESS,COUNTY,CITY,STATE,ZIP,WEBSITE
Satori Charter School,3801 N 1st Ave  Tucson AZ 85719-1375,,3801 N 1st Ave,,Tucson,AZ,85719-1375,http://www.satoricharterschool.org
San Miguel High School,6601 S. San Fernando Rd.  Tucson AZ 85706,,6601 S. San Fernando Rd.,,Tucson,AZ,85706,http://www.sanmiguelhigh.com
Tolleson Union High School District,9801 W VAN BUREN ST  TOLLESON AZ 85353-2833,,9801 W VAN BUREN ST,,TOLLESON,AZ,85353-2833,http://www.tuhsd.org
Western Maricopa Tech Prep Consortium,902 E Eason Ave  Buckeye AZ 85326,,902 E Eason Ave,,Buckeye,AZ,85326,http://www.aztechprep.com
Salome High School,PO Box 519 67488 E Salome Rd  Salome AZ 85348,,PO Box 519 67488 E Salome Rd,,Salome,AZ,85348,http://www.salomehs.org
St. Gregory College Preparatory School,3231 N. CRAYCROFT ROAD  TUCSON AZ 85712,,3231 N. CRAYCROFT ROAD,,TUCSON,AZ,85712,http://www.stgregoryschool.org
Summit School of Ahwatukee,4515 E Muirwood Dr  Phoenix AZ 85048-7683,,4515 E Muirwood Dr,,Phoenix,AZ,85048-7683,http://www.summitschoolaz.org
St. Michael,602 N WILMOT RD  TUCSON AZ 85711-2702,,602 N WILMOT RD,,TUCSON,AZ,85711-2702,http://www.stmichael.net
Scottsdale Christian Academy,14400 N TATUM BLVD  PHOENIX AZ 85032-5531,,14400 N TATUM BLVD,,PHOENIX,AZ,85032-5531,http://www.scottsdalechristian.org
Yuma Educational Consortium,450 W 6th St  Yuma AZ 85364-2973,,450 W 6th St,,Yuma,AZ,85364-2973,http://www.yumaed.org
Apollo Group Inc.,4615 E Elwood Street  Phoenix AZ 85040,,4615 E Elwood Street,,Phoenix,AZ,85040,http://www.apollogrp.edu
Apollo Group Inc.,9215 N Black Canyon Hwy  Phoenix AZ 85021,,9215 N Black Canyon Hwy,,Phoenix,AZ,85021,http://www.apollogrp.edu
Apollo Group Inc.,4325 S 30th Street  Phoenix AZ 85040,,4325 S 30th Street,,Phoenix,AZ,85040,http://www.apollogrp.edu
National Indian Education Association,2801 N IZABEL ST  FLAGSTAFF AZ 86004,,2801 N IZABEL ST,,FLAGSTAFF,AZ,86004,http://www.niea.org
Apollo Group Inc.,4615 E ELWOOD ST  Phoenix AZ 85040-1958,,4615 E ELWOOD ST,,Phoenix,AZ,85040-1958,http://www.apollogrp.edu
Apollo Group Inc.,4615 East Elwood Street  Phoenix AZ 85040-1958,,4615 East Elwood Street,,Phoenix,AZ,85040-1958,http://www.apollogrp.edu
Consortium for the Advancement of Adult Higher Education,4615 East Elwood Street  Phoenix AZ 85040-1958,,4615 East Elwood Street,,Phoenix,AZ,85040-1958,http://www.caahe.org
Arizona School Personnel Administrators Association,7301 N 58th Ave  Glendale AZ 85301,,7301 N 58th Ave,,Glendale,AZ,85301,http://www.aspaa.org
Washington Elementary School District,13425 N 19TH AVE  Phoenix AZ 85029-1698,,13425 N 19TH AVE,,Phoenix,AZ,85029-1698,
Helix High School,7323 University Ave San Diego La Mesa CA 91941,,7323 University Ave,San Diego,La Mesa,CA,91941,http://www.helixcharter.net
GreatSchools Inc,160 SPEAR ST STE 1020 San Francisco San Francisco CA 94105-1545,,160 SPEAR ST STE 1020,San Francisco,San Francisco,CA,94105-1545,http://www.greatschools.net
AVID Center,5120 Shoreham Pl Ste 120 San Diego San Diego CA 92122-5992,,5120 Shoreham Pl Ste 120,San Diego,San Diego,CA,92122-5992,http://www.avidcenter.org
Franklin Mc Kinley School Dst,645 Wool Creek Dr Santa Clara San Jose CA 95112-2617,,645 Wool Creek Dr,Santa Clara,San Jose,CA,95112-2617,
Colton Middle School,10750 LAUREL AVE San Bernardino Bloomington CA 92316-2520,,10750 LAUREL AVE,San Bernardino,Bloomington,CA,92316-2520,
Granada Hills Charter High School,10535 ZELZAH AVE Los Angeles GRANADA HILLS CA 91344,,10535 ZELZAH AVE,Los Angeles,GRANADA HILLS,CA,91344,http://www.ghchs.com
Cathedral Catholic High School,5555 Del Mar Heights Rd San  Diego CA 92130,,5555 Del Mar Heights Rd San,,Diego,CA,92130,http://www.cathedralcatholic.org
The Woodside High School Foundation,480 James Avenue San Mateo Redwood City CA 94062,,480 James Avenue,San Mateo,Redwood City,CA,94062,http://www.whsfoundation.org
The Charter School of San Diego,2245 San Diego Ave Ste 125 San Diego San Diego CA 92110-2966,,2245 San Diego Ave Ste 125,San Diego,San Diego,CA,92110-2966,http://www.charterschool-sandiego.net
Aromas San Juan Unified School District,2300 SAN JUAN HWY San Benito SAN JUAN BAUTISTA CA 95045-9557,,2300 SAN JUAN HWY,San Benito,SAN JUAN BAUTISTA,CA,95045-9557,
La Jolla Country Day School,9490 GENESEE AVE San Diego LA JOLLA CA 92037-1302,,9490 GENESEE AVE,San Diego,LA JOLLA,CA,92037-1302,http://www.ljcds.org
The Charter School of San Diego,10170 Huennekens St San Diego San Diego CA 92121,,10170 Huennekens St,San Diego,San Diego,CA,92121,http://www.charterschool-sandiego.net
Verbum Dei High School,11100 S Central Ave Los Angeles Los Angeles CA 90059,,11100 S Central Ave,Los Angeles,Los Angeles,CA,90059,http://www.verbumdei.us
Lodi Unified School District,1305 E Vine St San Joaquin Lodi CA 95240-3148,,1305 E Vine St,San Joaquin,Lodi,CA,95240-3148,http://www.lodiusd.net
Julian Charter School,PO Box 2470 San Diego Julian CA 92036,,PO Box 2470,San Diego,Julian,CA,92036,http://www.juliancharterschool.org
The Woodside High School Foundation,199 Churchill Ave San Mateo Woodside CA 94062-1152,,199 Churchill Ave,San Mateo,Woodside,CA,94062-1152,http://www.whsfoundation.org
Vacaville Unified School District,751 School St Solano Vacaville CA 95688-3945,,751 School St,Solano,Vacaville,CA,95688-3945,http://www.vacavilleusd.org
Wah Mei Pre-school,1400 Judah Street San Francisco San Francisco CA 94122,,1400 Judah Street,San Francisco,San Francisco,CA,94122,
Lodi Unified School District,5001 Eastview Dr San Joaquin Stockton CA 95212-2125,,5001 Eastview Dr,San Joaquin,Stockton,CA,95212-2125,http://www.lodiusd.net
Alma Heights Christian Academy,1295 SEVILLE DR. San Mateo PACIFICA CA 94044,,1295 SEVILLE DR.,San Mateo,PACIFICA,CA,94044,http://www.almaheights.org
St Joseph High School,5825 N. WOODRUFF AVENUE Los Angeles LAKEWOOD CA 90713,,5825 N. WOODRUFF AVENUE,Los Angeles,LAKEWOOD,CA,90713,
Saugus Union School District,29171 N. BERNARDO WAY Los Angeles VALENCIA CA 91354,,29171 N. BERNARDO WAY,Los Angeles,VALENCIA,CA,91354,
Victor Elementary School District,13962 HOOK BOULEVARD San Bernardino VICTORVILLE CA 92392,,13962 HOOK BOULEVARD,San Bernardino,VICTORVILLE,CA,92392,
St. Anne School,32451 Bear Brand Rd Orange Laguna Niguel CA 92677,,32451 Bear Brand Rd,Orange,Laguna Niguel,CA,92677,http://www.st-anne.org
Colton Middle School,670 W Laurel St San Bernardino Colton CA 92324-1523,,670 W Laurel St,San Bernardino,Colton,CA,92324-1523,
Mendocino C.O.E.,2240 OLD RIVER RD Mendocino Ukiah CA 95482-6103,,2240 OLD RIVER RD,Mendocino,Ukiah,CA,95482-6103,
Colton Middle School,1212 VALENCIA DR San Bernardino Colton CA 92324-1731,,1212 VALENCIA DR,San Bernardino,Colton,CA,92324-1731,
Muirlands Middle School,3950 Berino Ct San Diego San Diego CA 92122,,3950 Berino Ct,San Diego,San Diego,CA,92122,
Orchard School,2408 TROUT GULCH RD Santa Cruz APTOS CA 95003-3035,,2408 TROUT GULCH RD,Santa Cruz,APTOS,CA,95003-3035,
Newton County School District,333 S Beaudry Ave Los Angeles Los Angeles CA 90017,,333 S Beaudry Ave,Los Angeles,Los Angeles,CA,90017,http://www.newton.k12.ga.us
Vacaville Unified School District,129 Elm St Solano Vacaville CA 95688-6925,,129 Elm St,Solano,Vacaville,CA,95688-6925,http://www.vacavilleusd.org
Shalhevet High School,910 S Fairfax Ave Los Angeles Los Angeles CA 90036-4419,,910 S Fairfax Ave,Los Angeles,Los Angeles,CA,90036-4419,http://www.shalhevet.org
Helix High School,7323 University Ave San Diego La Mesa CA 91942-0555,,7323 University Ave,San Diego,La Mesa,CA,91942-0555,http://www.helixcharter.net
Lodi Unified School District,1300 17Th St  City Centre CA 93301,,1300 17Th St,,City Centre,CA,93301,http://www.lodiusd.net
Archbishop Mitty High School,5000 MITTY WAY Santa Clara SAN JOSE CA 95129-1897,,5000 MITTY WAY,Santa Clara,SAN JOSE,CA,95129-1897,http://www.mitty.com
Chadwick School,26800 ACADEMY DR  PALOS VERDES PENINSU... CA 90274-3971,,26800 ACADEMY DR,,PALOS VERDES PENINSU...,CA,90274-3971,http://www.chadwickschool.org
Archway School,1940 VIRGINIA STREET Alameda BERKELEY CA 94709,,1940 VIRGINIA STREET,Alameda,BERKELEY,CA,94709,
Lodi Unified School District,1600 W Tokay St San Joaquin Lodi CA 95242-3435,,1600 W Tokay St,San Joaquin,Lodi,CA,95242-3435,http://www.lodiusd.net
GreatSchools Inc,160 SPEAR STREET SUITE 1020 San Francisco SAN FRANCISCO CA 94105,,160 SPEAR STREET SUITE 1020,San Francisco,SAN FRANCISCO,CA,94105,http://www.greatschools.net
GreatSchools Inc,160 SPEAR ST STE 1020 San Francisco SAN FRANCISCO CA 94188,,160 SPEAR ST STE 1020,San Francisco,SAN FRANCISCO,CA,94188,http://www.greatschools.net
GreatSchools Inc,301 HOWARD ST STE 1440 San Francisco San Francisco CA 94105-6610,,301 HOWARD ST STE 1440,San Francisco,San Francisco,CA,94105-6610,http://www.greatschools.net
Fremont Christian Schools,4760 THORNTON AVE Alameda Fremont CA 94536-6409,,4760 THORNTON AVE,Alameda,Fremont,CA,94536-6409,http://www.fremontchristian.com
Cathedral Catholic High School,2660 Calhoun St San Diego San Diego CA 92110,,2660 Calhoun St,San Diego,San Diego,CA,92110,http://www.cathedralcatholic.org
The Rock Academy,2277 ROSECRANS STREET San Diego SAN DIEGO CA 92106,,2277 ROSECRANS STREET,San Diego,SAN DIEGO,CA,92106,http://www.therockacademy.org
Alma Heights Christian Academy,1295 Seville Dr San Mateo Pacifica CA 94044,,1295 Seville Dr,San Mateo,Pacifica,CA,94044,http://www.almaheights.org
Colton Middle School,1050 E. OLIVE STREET San Bernardino COLTON CA 92324,,1050 E. OLIVE STREET,San Bernardino,COLTON,CA,92324,
St Matthews School,100 S. BARRINGTON PLACE Los Angeles LOS ANGELES CA 90049,,100 S. BARRINGTON PLACE,Los Angeles,LOS ANGELES,CA,90049,http://www.stmatthewsschool.com
Albert Einstein Charter Academy,3035 ASH ST San Diego San Diego CA 92102-1718,,3035 ASH ST,San Diego,San Diego,CA,92102-1718,http://www.aeacs.org
Natomas Charter School,4600 Blackrock Dr Sacramento Sacramento CA 95835-1250,,4600 Blackrock Dr,Sacramento,Sacramento,CA,95835-1250,
Lodi Unified School District,831 W Lockeford St San Joaquin Lodi CA 95240-1633,,831 W Lockeford St,San Joaquin,Lodi,CA,95240-1633,http://www.lodiusd.net
Lodi Unified School District,1315 Woodcreek Way San Joaquin Stockton CA 95209-2050,,1315 Woodcreek Way,San Joaquin,Stockton,CA,95209-2050,http://www.lodiusd.net
Vacaville Unified School District,401 Nut Tree Rd Ste 100 Solano Vacaville CA 95687-3508,,401 Nut Tree Rd Ste 100,Solano,Vacaville,CA,95687-3508,http://www.vacavilleusd.org
Forest Charter School,224 CHURCH STREET Nevada NEVADA CITY CA 95959,,224 CHURCH STREET,Nevada,NEVADA CITY,CA,95959,http://www.forestcharter.com
GreatSchools Inc,301 HOWARD ST San Francisco SAN FRANCISCO CA 94105-2252,,301 HOWARD ST,San Francisco,SAN FRANCISCO,CA,94105-2252,http://www.greatschools.net
Providence Cristo Rey High School,2105 S Bascom Avenue Ste 220 Santa Clara Campbell CA 95008-3292,,2105 S Bascom Avenue Ste 220,Santa Clara,Campbell,CA,95008-3292,http://www.providencecristorey.org
La Jolla Country Day School,9490 GENESEE AVENUE San Diego LA JOLLA CA 92037,,9490 GENESEE AVENUE,San Diego,LA JOLLA,CA,92037,http://www.ljcds.org
Berkwood Hedge School,1809 Bancroft Way Alameda Berkeley CA 94703,,1809 Bancroft Way,Alameda,Berkeley,CA,94703,
Ivy Academia,6051 DE Soto Ave Los Angeles Woodland Hills CA 91367,,6051 DE Soto Ave,Los Angeles,Woodland Hills,CA,91367,http://www.ivyacademia.com
San Diego City Schools,1775 Chatsworth Blvd San Diego San Diego CA 92107,,1775 Chatsworth Blvd,San Diego,San Diego,CA,92107,http://www.sandi.net
GreatSchools Inc,965 MISSION ST STE 500 San Francisco SAN FRANCISCO CA 94103,,965 MISSION ST STE 500,San Francisco,SAN FRANCISCO,CA,94103,http://www.greatschools.net
La Jolla Country Day School,9490 Genesee Ave San Diego La Jolla CA 92037,,9490 Genesee Ave,San Diego,La Jolla,CA,92037,http://www.ljcds.org
Wah Mei Pre-school,1400 JUDAH ST San Francisco SAN FRANCISCO CA 94122-1824,,1400 JUDAH ST,San Francisco,SAN FRANCISCO,CA,94122-1824,
ST PATRICK SCHOOL,10626 Erwin Street Los Angeles N Hollywood CA 91606,,10626 Erwin Street,Los Angeles,N Hollywood,CA,91606,http://www.stpatrickcatholicschool.com
GreatSchools Inc,837 FIMORE San Francisco SAN FRANCISCO CA 94188,,837 FIMORE,San Francisco,SAN FRANCISCO,CA,94188,http://www.greatschools.net
Idyllwild Arts Academy,52500 Temecula Rd Riverside Idyllwild CA 92549,,52500 Temecula Rd,Riverside,Idyllwild,CA,92549,http://www.idyllwildarts.org
St. Matthias High School,7851 GARDENDALE Los Angeles DOWNEY CA 90242,,7851 GARDENDALE,Los Angeles,DOWNEY,CA,90242,http://www.stmatthiashs.org
South Bay Union School District,601 Elm Ave San Diego Imperial Beach CA 91932,,601 Elm Ave,San Diego,Imperial Beach,CA,91932,http://www.sbusd.k12.ca.us
Our Lady-Assumption School,611 WEST BONITA AVENUE Los Angeles CLAREMONT CA 91711,,611 WEST BONITA AVENUE,Los Angeles,CLAREMONT,CA,91711,http://www.olastrafford.org
Sage Hill School,20402 Newport Coast Dr Orange Newport Coast CA 92657,,20402 Newport Coast Dr,Orange,Newport Coast,CA,92657,http://www.sagehillschool.org
Los Altos School District,201 Covington Rd Santa Clara Los Altos CA 94024-4030,,201 Covington Rd,Santa Clara,Los Altos,CA,94024-4030,http://www.losaltos.k12.ca.us
Chester County Intermediate Unit,839 4TH ST Humboldt Eureka CA 95501-0515,,839 4TH ST,Humboldt,Eureka,CA,95501-0515,http://www.cciu.org
FUSD,4210 TECHNOLOGY DR Alameda Fremont CA 94538-6337,,4210 TECHNOLOGY DR,Alameda,Fremont,CA,94538-6337,
Plumas Unified School District,50 Church St Plumas Quincy CA 95971-9451,,50 Church St,Plumas,Quincy,CA,95971-9451,http://www.plumascharterschool.org
SNOWLINE JOINT UNIFIED,4075 Nielson Rd San Bernardino Phelan CA 92371-8896,,4075 Nielson Rd,San Bernardino,Phelan,CA,92371-8896,http://www.snowlineschools.com
Del Mar Union School District,225 9th St San Diego Del Mar CA 92014-2716,,225 9th St,San Diego,Del Mar,CA,92014-2716,http://www.delmarschools.com
West Side Union School District,1201 FELTA RD Sonoma HEALDSBURG CA 95448-9399,,1201 FELTA RD,Sonoma,HEALDSBURG,CA,95448-9399,http://www.westsideusd.org
Oceanside Unified School District,2111 Mission Ave San Diego Oceanside CA 92058,,2111 Mission Ave,San Diego,Oceanside,CA,92058,http://www.oside.k12.ca.us
Bennett Valley Union School District,2250 Mesquite Dr Sonoma Santa Rosa CA 95405,,2250 Mesquite Dr,Sonoma,Santa Rosa,CA,95405,http://www.bennett.ca.schoolwebpages.com
Golden Valley High School,27801 Dickason Dr Los Angeles Valencia CA 91355-4012,,27801 Dickason Dr,Los Angeles,Valencia,CA,91355-4012,http://www.goldenvalleyhighschool.com
Acton-Agua Dulce Unified School District,32248 Crown Valley Rd Los Angeles Acton CA 93510,,32248 Crown Valley Rd,Los Angeles,Acton,CA,93510,http://www.aadusd.k12.ca.us
Golden Valley High School,21515 Centre Pointe Pkwy Los Angeles Santa Clarita CA 91350-2947,,21515 Centre Pointe Pkwy,Los Angeles,Santa Clarita,CA,91350-2947,http://www.goldenvalleyhighschool.com
ABC So-Cal,1400 NORTH KELLOGG DRIVE STE A Orange ANAHEIM CA 92807,,1400 NORTH KELLOGG DRIVE STE A,Orange,ANAHEIM,CA,92807,http://www.abcsocal.org
Chester County Intermediate Unit,825 5TH ST RM 125 Humboldt Eureka CA 95501-1100,,825 5TH ST RM 125,Humboldt,Eureka,CA,95501-1100,http://www.cciu.org
Mid-Peninsula High School,1340 WILLOW RD San Mateo MENLO PARK CA 94025,,1340 WILLOW RD,San Mateo,MENLO PARK,CA,94025,http://www.mid-pen.com
SEEK Education Inc,9060 HUNTINGTON DR Los Angeles SAN GABRIEL CA 91775-1332,,9060 HUNTINGTON DR,Los Angeles,SAN GABRIEL,CA,91775-1332,http://www.seekeducation.org
Plumas Unified School District,50 CHURCH ST Plumas Quincy CA 95971-9451,,50 CHURCH ST,Plumas,Quincy,CA,95971-9451,http://www.pcoe.k12.ca.us
Pomona Unified School District,701 N HUNTINGTON BLVD Los Angeles POMONA CA 91768-3537,,701 N HUNTINGTON BLVD,Los Angeles,POMONA,CA,91768-3537,http://www.pusd.org
Madonna Del Sasso School,20 Santa Teresa Way Monterey Salinas CA 93906-3707,,20 Santa Teresa Way,Monterey,Salinas,CA,93906-3707,http://www.madonnadelsasso.com
Avenal Elementary School,205 N PARK AVE Kings Avenal CA 93204-1425,,205 N PARK AVE,Kings,Avenal,CA,93204-1425,http://www.rsusd.net
Newport Harbor High School,2900 BRISTOL ST STE C106 Orange COSTA MESA CA 92626-5944,,2900 BRISTOL ST STE C106,Orange,COSTA MESA,CA,92626-5944,http://www.newportharborhigh.com
San Mateo - Foster City School District,51 41ST AVE San Mateo San Mateo CA 94403-5105,,51 41ST AVE,San Mateo,San Mateo,CA,94403-5105,
CAPO BEACH CALVARY SCHOOL,25975 DOMINGO AVE Orange CAPISTRANO BEACH CA 92624,,25975 DOMINGO AVE,Orange,CAPISTRANO BEACH,CA,92624,http://www.capobeachcalvary.com
Hillcrest Christian School,2030 MAIN ST Orange IRVINE CA 92614-7256,,2030 MAIN ST,Orange,IRVINE,CA,92614-7256,http://www.hillcrestcs.org
Redwood City School District,750 Bradford St San Mateo Redwood City CA 94063-1727,,750 Bradford St,San Mateo,Redwood City,CA,94063-1727,http://www.rcsd.k12.ca.us
Martin County School District,333 S Beaudry Ave Los Angeles Los Angeles CA 90017,,333 S Beaudry Ave,Los Angeles,Los Angeles,CA,90017,http://www.martin.k12.fl.us
Hillcrest Christian School,2030 Main Street Orange Irvine CA 92614,,2030 Main Street,Orange,Irvine,CA,92614,http://www.hillcrestcs.org
Desert Sands Unified School District,47950 Dune Palms Rd Riverside La Quinta CA 92253,,47950 Dune Palms Rd,Riverside,La Quinta,CA,92253,http://www.dsusd.k12.ca.us
Alameda Community Learning Center,Alameda Community Learning Center 210 Central Avenue Alameda Alameda CA 94501,,Alameda Community Learning Center 210 Central Avenue,Alameda,Alameda,CA,94501,http://www.alamedaclc.org
Kern High School District,5801 Sundale Avenue Kern Bakersfield CA 93309,,5801 Sundale Avenue,Kern,Bakersfield,CA,93309,http://www.kernhigh.org
Palm Springs Teachers Association,980 E Tahquitz Canyon Way Riverside Palm Springs CA 92262,,980 E Tahquitz Canyon Way,Riverside,Palm Springs,CA,92262,http://www.palmspringsteachers.org
Alexander Valley School,8511 HIGHWAY 128 Sonoma HEALDSBURG CA 95448,,8511 HIGHWAY 128,Sonoma,HEALDSBURG,CA,95448,http://www.alexandervalleyusd.org
Bakersfield City School District,1300 Baker Street Kern Bakersfield CA 93305,,1300 Baker Street,Kern,Bakersfield,CA,93305,http://www.bcsd.com
Dos Palos High School,2041 Almond Street Merced Dos Palos CA 93620,,2041 Almond Street,Merced,Dos Palos,CA,93620,http://www.dpol.net
Los Angeles Unified School District,333 S Beaudry Ave Los Angeles Los Angeles CA 90017-1466,,333 S Beaudry Ave,Los Angeles,Los Angeles,CA,90017-1466,http://www.lausd.k12.ca.us
Shasta Union High School District,3411 CHURN CREEK RD Shasta REDDING CA 96002-2798,,3411 CHURN CREEK RD,Shasta,REDDING,CA,96002-2798,http://www.suhsd.net
Irvine Unified School District,5050 BARRANCA PKWY Orange IRVINE CA 92604-4652,,5050 BARRANCA PKWY,Orange,IRVINE,CA,92604-4652,http://www.iusd.org
Pacific Ridge School,6269 El Fuerte Street San Diego Carlsbad CA 92009,,6269 El Fuerte Street,San Diego,Carlsbad,CA,92009,http://www.pacificridge.org
Laguna Beach Unified School District,625 PARK AVE Orange LAGUNA BEACH CA 92651-2340,,625 PARK AVE,Orange,LAGUNA BEACH,CA,92651-2340,http://www.lagunabeachschools.org
Sacramento High School,2315 34TH STREET Sacramento SACRAMENTO CA 95817,,2315 34TH STREET,Sacramento,SACRAMENTO,CA,95817,http://www.sachigh.org
Ekstrand Elementary School,115 W Allen Ave Los Angeles San Dimas CA 91773-1437,,115 W Allen Ave,Los Angeles,San Dimas,CA,91773-1437,http://www.bonita.k12.ca.us
San Marino Unified School District,1665 West Dr Los Angeles San Marino CA 91108-2558,,1665 West Dr,Los Angeles,San Marino,CA,91108-2558,http://www.san-marino.k12.ca.us
Marin County School District,1111 Las Gallinas Ave Marin San Rafael CA 94913,,1111 Las Gallinas Ave,Marin,San Rafael,CA,94913,http://www.marinschools.org
Sierra View Elementary School,PO BOX 400 Madera North Fork CA 93643-0400,,PO BOX 400,Madera,North Fork,CA,93643-0400,
Monrovia USD,325 E HUNTINGTON DR Los Angeles Monrovia CA 91016-3585,,325 E HUNTINGTON DR,Los Angeles,Monrovia,CA,91016-3585,
The Bay School of San Francisco,35 Keyes Ave San Francisco San Francisco CA 94129,,35 Keyes Ave,San Francisco,San Francisco,CA,94129,http://www.bayschoolsf.org
Newport Harbor High School,2985 BEAR ST STE C Orange Costa Mesa CA 92626-4300,,2985 BEAR ST STE C,Orange,Costa Mesa,CA,92626-4300,http://www.newportharborhigh.com
Silver Valley Unified School District,PO Box 847 San Bernardino Yermo CA 92398-0847,,PO Box 847,San Bernardino,Yermo,CA,92398-0847,http://www.silvervalley.k12.ca.us
Garden Grove Unified School District,10331 Stanford Ave Orange Garden Grove CA 92840,,10331 Stanford Ave,Orange,Garden Grove,CA,92840,http://www.ggusd.us
San Mateo-Foster City School District,1170 Chess Dr San Mateo Foster City CA 94404-1107,,1170 Chess Dr,San Mateo,Foster City,CA,94404-1107,http://www.smfc.k12.ca.us
Diocese of Stockton,1105 N Lincoln St San Joaquin Stockton CA 95203-2410,,1105 N Lincoln St,San Joaquin,Stockton,CA,95203-2410,http://www.stocktondiocese.org
Alameda Unified School District,2200 Central Ave Alameda Alameda CA 94501-4411,,2200 Central Ave,Alameda,Alameda,CA,94501-4411,http://www.alameda.k12.ca.us
Greenfield Union Sch Dist,493 EL CAMINO REAL Monterey GREENFIELD CA 93927-4915,,493 EL CAMINO REAL,Monterey,GREENFIELD,CA,93927-4915,
Moorpark Unified School District,5297 Maureen Ln Ventura Moorpark CA 93021-7125,,5297 Maureen Ln,Ventura,Moorpark,CA,93021-7125,
Riverside County Office of Education,569 W Main St Ste A Imperial El Centro CA 92243-7908,,569 W Main St Ste A,Imperial,El Centro,CA,92243-7908,http://www.rcoe.k12.ca.us
